country,year,nosuicide,population,suicide_per_100k
Spain,2005,3399,41195479,8.250905397
Puerto Rico,2005,289,3504599,8.246307209
Spain,2001,3189,38713504,8.237435702
Ireland,1988,266,3233500,8.226380084
Argentina,2014,3231,39276555,8.226281557
England,1993,4462,54283982,8.21973598
Saint Vincent and Grenadines,2001,8,97341,8.218530732
Puerto Rico,2010,286,3480379,8.217495853
Puerto Rico,2001,289,3522212,8.205071131
Spain,1993,3037,37122100,8.181110444
Italy,1991,4453,54465500,8.175817719
England,1989,4361,53425129,8.1628254
Spain,2015,3604,44186528,8.156332174
Turkmenistan,2007,354,4342657,8.151691464
Seychelles,2015,7,85949,8.144364681
Saint Lucia,2009,13,159820,8.13415092
Spain,1989,2987,36740400,8.130014915
Belize,2015,26,319835,8.129191614
Israel,1991,359,4423200,8.116295894
Argentina,2007,2946,36315492,8.112240363
Malta,2001,30,370541,8.096270048
Spain,1988,2960,36597300,8.088028352
Portugal,1994,762,9436009,8.075447999
Saint Vincent and Grenadines,2005,8,99118,8.071187877
Thailand,1996,4443,55070703,8.067810574
Mauritius,2003,88,1092234,8.056881584
England,2015,4910,61082942,8.038250679
England,1994,4380,54497293,8.037096448
Uzbekistan,1991,1393,17347800,8.029836636
Italy,1990,4402,54831700,8.028202664
England,2013,4824,60091793,8.027718527
Italy,1988,4381,54579700,8.026793845
Kyrgyzstan,2015,417,5195827,8.025671371
Spain,2008,3457,43199484,8.002410399
Spain,2012,3539,44318859,7.985313882
South Korea,1990,3159,39589500,7.979388474
Spain,1990,2939,36861400,7.973110083
England,1999,4448,55833339,7.966566356
Suriname,1997,32,401814,7.963883787
Seychelles,2001,6,75363,7.961466502
Puerto Rico,1997,273,3432757,7.952791299
Puerto Rico,2004,279,3511462,7.945408494
San Marino,1999,2,25192,7.939028263
Italy,1989,4342,54697200,7.938249124
Portugal,1989,747,9415270,7.933920111
Ecuador,2007,1005,12677354,7.927521784
England,2014,4788,60570482,7.904840513
England,1998,4389,55527379,7.904208841
Spain,1991,2916,36958100,7.890015991
Spain,2009,3429,43490086,7.884555574
England,1995,4315,54746964,7.881715596
Malta,2014,32,406525,7.871594613
Israel,1993,371,4717000,7.865168539
Malta,2010,31,394949,7.849114696
Argentina,2010,2943,37578454,7.831615425
Argentina,1989,2247,28702000,7.828722737
Thailand,1995,4245,54366057,7.808180755
Luxembourg,2013,40,512689,7.802000823
Macau,1994,27,346542,7.791263397
Spain,2006,3247,41808848,7.766298655
Uzbekistan,1998,1620,20861200,7.765612716
Argentina,2009,2884,37158001,7.761450892
Portugal,2001,761,9809536,7.75775735
Puerto Rico,2007,271,3493631,7.756972617
Belize,1995,14,180500,7.756232687
Argentina,2015,3073,39699624,7.740627468
Saint Lucia,1995,10,129466,7.724035654
Ecuador,2005,943,12217643,7.718346329
South Korea,1989,3023,39171500,7.717345519
Thailand,2016,4117,53442001,7.70367861
Spain,1987,2804,36425700,7.697861675
Argentina,2013,2987,38859125,7.686740244
Israel,1988,303,3947300,7.676133053
South Korea,1991,3069,39993700,7.673708609
Belize,2014,24,312780,7.67312488
Spain,2007,3264,42547327,7.671457246
Uzbekistan,2014,2095,27313507,7.670197752
Argentina,2011,2912,38015739,7.65998525
England,2000,4290,56133909,7.642439439
Uzbekistan,1997,1554,20364300,7.631001311
South Korea,1988,2949,38700500,7.620056588
Chile,1998,1031,13543940,7.612260539
Spain,1986,2755,36223000,7.605664909
Malta,1999,27,355600,7.5928009
Ireland,1987,245,3229700,7.585843886
Italy,1999,4115,54280527,7.580987561
Uzbekistan,1995,1485,19599000,7.57691719
Chile,1999,1041,13743882,7.574279232
Puerto Rico,2006,265,3499036,7.573514534
England,1996,4165,55012207,7.571046913
El Salvador,2006,411,5429044,7.570393609
Italy,2000,4108,54298946,7.565524384
Spain,1992,2786,37000900,7.529546579
Seychelles,2004,6,79735,7.524926318
England,1997,4143,55266635,7.496385477
Italy,2012,4257,56795085,7.495366897
Costa Rica,2002,275,3680372,7.472070758
Italy,2002,4069,54526842,7.462379721
Costa Rica,2011,316,4235514,7.460723775
England,2011,4393,58881852,7.460702833
Italy,2013,4290,57503331,7.460437379
Suriname,1990,26,348700,7.456266131
Thailand,2003,4484,60158951,7.453587414
Puerto Rico,2003,262,3519026,7.44524195
England,2012,4444,59708630,7.442810193
Costa Rica,2010,311,4184663,7.431900729
Thailand,1997,4150,55859088,7.429408801
England,2001,4128,55571993,7.428202188
Puerto Rico,2011,258,3475298,7.423823799
Italy,2003,4075,54937570,7.417510458
Italy,2001,4030,54333844,7.417108202
Uzbekistan,1994,1419,19144700,7.411973026
England,2004,4183,56455011,7.409439704
England,2008,4259,57683372,7.383410249
Ecuador,2015,1073,14534024,7.382676676
Aruba,2010,7,95006,7.367955708
England,2002,4117,55908944,7.363759187
Uzbekistan,1992,1344,18257000,7.36155995
Argentina,1990,2140,29091100,7.356201725
Ecuador,2009,964,13130161,7.34187494
Argentina,1985,1988,27090800,7.338284584
Italy,2011,4153,56610149,7.33614038
Mauritius,2008,84,1146258,7.328193129
Thailand,1990,3753,51228668,7.325976151
Uzbekistan,1993,1355,18509300,7.320644217
England,2009,4246,58013559,7.318978655
Kiribati,1997,5,68328,7.317644304
Argentina,1993,2230,30477500,7.316873103
Israel,1990,304,4156100,7.314549698
Argentina,1999,2423,33174862,7.303722921
Saint Vincent and Grenadines,1995,7,95974,7.293642028
Israel,1986,278,3813500,7.289891176
Seychelles,2007,6,82331,7.287655925
Spain,2011,3180,43642571,7.286463485
Argentina,1992,2184,30045400,7.268999581
Uzbekistan,2013,1950,26838924,7.26556698
Argentina,1994,2241,30911200,7.249799425
Italy,2004,3986,54988156,7.248833731
Spain,2010,3158,43595356,7.24389084
Israel,1997,379,5233500,7.241807586
Turkmenistan,1996,283,3913000,7.232302581
Israel,1995,360,4977700,7.232255861
Ecuador,2006,900,12449374,7.229279159
England,2006,4122,57091129,7.220035883
Chile,1995,930,12897643,7.210619801
Turkmenistan,1993,240,3331100,7.204827234
Ecuador,2008,928,12903183,7.19202386
El Salvador,2010,399,5560453,7.175674356
Barbados,1991,17,237000,7.172995781
England,2010,4188,58403529,7.170799559
Argentina,1998,2347,32757259,7.164824139
Saint Vincent and Grenadines,2002,7,97799,7.157537398
Costa Rica,2013,311,4347229,7.153982456
Seychelles,2010,6,83885,7.152649461
Puerto Rico,2012,248,3472672,7.141474922
Italy,2014,4147,58100676,7.137610585
Nicaragua,2011,369,5177921,7.126412319
England,2005,4047,56809024,7.123868208
Suriname,1998,29,407606,7.114713719
Malta,1989,23,324000,7.098765432
England,2003,3979,56171771,7.083629249
Thailand,2004,4296,60686373,7.079019206
Ecuador,2012,976,13815861,7.064344379
Barbados,1995,17,241200,7.048092869
Costa Rica,2012,302,4290210,7.039282459
Argentina,1995,2204,31345400,7.031334741
Argentina,1996,2229,31780700,7.013690699
Israel,2010,480,6849825,7.007478293
Costa Rica,2005,272,3887096,6.997511767
Israel,1987,271,3878100,6.987958021
Chile,1996,917,13125089,6.986619291
Spain,1985,2514,35997000,6.983915326
Israel,2000,394,5643291,6.981741682
Uzbekistan,2002,1576,22632256,6.963512608
Uzbekistan,2012,1835,26381830,6.955544782
Israel,2003,417,6003127,6.946379778
Puerto Rico,2013,241,3471665,6.941914038
Italy,2009,3974,57351830,6.929159889
Italy,2010,3989,57637843,6.92080028
Israel,2001,398,5777467,6.888832078
Nicaragua,2010,351,5107427,6.87234492
Thailand,2015,4205,61261276,6.864042466
Portugal,1996,653,9515960,6.862155789
Italy,2015,3988,58117697,6.861937423
Thailand,1991,3559,51947693,6.85112234
Italy,2008,3904,57009825,6.847942438
Turkmenistan,1994,234,3423100,6.835908971
Israel,2005,425,6220861,6.831851732
Ecuador,2010,912,13360285,6.826201687
Chile,1997,910,13339550,6.821819327
Panama,2003,195,2858964,6.820652516
Saint Lucia,2003,10,147127,6.796848981
England,2007,3897,57382757,6.791238699
Puerto Rico,2002,239,3523951,6.782160138
Barbados,1989,16,236000,6.779661017
El Salvador,2014,386,5696329,6.776293996
Italy,2005,3742,55244690,6.77350167
Costa Rica,2000,239,3531421,6.767813863
Ecuador,2011,918,13583553,6.758172917
Argentina,1997,2184,32333781,6.754545656
Costa Rica,1999,233,3449923,6.753773925
Thailand,1992,3550,52570440,6.752844374
Barbados,1990,16,237000,6.751054852
Saint Lucia,1989,8,118566,6.747296864
Malta,2006,26,386038,6.735088256
Costa Rica,2009,278,4128459,6.733747386
Israel,2004,411,6109931,6.726753543
Costa Rica,2007,270,4015241,6.724378437
Saint Lucia,1997,9,133967,6.718072361
Malta,2007,26,387581,6.708275173
Israel,1999,368,5497047,6.694503431
Barbados,1993,16,239600,6.677796327
Costa Rica,1995,209,3135200,6.666241388
Italy,2007,3757,56583578,6.639735649
Chile,1991,787,11871000,6.62960155
Costa Rica,1998,223,3365726,6.625613612
Thailand,2012,3985,60382255,6.599621031
Ecuador,2004,791,11994153,6.594880022
Nicaragua,2013,351,5326935,6.589154927
Argentina,1991,1951,29623000,6.58609864
Italy,2006,3700,56180672,6.585894879
Portugal,1997,628,9564579,6.565892759
Costa Rica,1996,209,3192446,6.546704314
Colombia,2001,2412,36884428,6.539345005
Costa Rica,1989,167,2556000,6.533646322
Thailand,2013,3961,60766487,6.518395576
Puerto Rico,2015,226,3469521,6.513867476
Colombia,2000,2358,36252342,6.504407357
Seychelles,2002,5,76904,6.5016124
Israel,2002,382,5895508,6.479509484
Thailand,2014,3952,61139919,6.463862015
Paraguay,2014,379,5877594,6.448216736
Thailand,1985,2982,46303443,6.440125846
Thailand,2005,3937,61182665,6.434829212
Thailand,2011,3873,60261832,6.426953631
Costa Rica,2008,261,4072561,6.408743786
Grenada,2005,6,93685,6.404440412
Chile,1985,683,10675400,6.39788673
Chile,1994,801,12526600,6.394392732
Turkmenistan,1995,244,3818200,6.39044576
Thailand,2008,3778,59216773,6.37994914
Panama,2004,186,2918453,6.373239521
Thailand,2007,3754,58941621,6.369013842
Thailand,2009,3787,59483718,6.366448042
Kiribati,1992,4,62856,6.363752068
Saint Lucia,1993,8,125846,6.356975987
Colombia,2002,2379,37478276,6.347677252
Chile,1990,743,11709000,6.345546161
Malta,2000,23,362676,6.341748558
Puerto Rico,2014,220,3470956,6.338311405
Uzbekistan,2011,1640,25978049,6.313022198
Chile,1989,725,11501000,6.30379967
Malta,2004,24,380918,6.300568626
Thailand,2010,3761,59769764,6.292479254
Thailand,1987,3035,48376410,6.273718947
Malta,2012,25,399138,6.263497838
Belize,2002,14,224136,6.24620766
Israel,1985,234,3753500,6.234181431
Saint Vincent and Grenadines,1999,6,96685,6.205719605
Seychelles,2011,5,80717,6.194481955
Chile,1987,693,11209000,6.182531894
Seychelles,2005,5,80900,6.180469716
Chile,1988,697,11306000,6.164868212
Uzbekistan,2003,1416,22982883,6.161106942
Belize,1998,12,195108,6.150439756
Saint Lucia,2012,10,163940,6.099792607
Panama,2006,185,3037959,6.089614771
Costa Rica,2014,268,4403674,6.085827425
Guyana,1997,40,657584,6.082873063
Israel,2012,430,7095360,6.060298561
Ecuador,1993,574,9488483,6.049439094
Saint Vincent and Grenadines,2006,6,99463,6.032393956
Belize,2012,18,298946,6.021154322
Nicaragua,2012,316,5251443,6.017393695
Colombia,1999,2143,35629408,6.014694378
Chile,1993,740,12306400,6.013131379
Israel,2009,404,6731835,6.001335446
Israel,1996,306,5103700,5.995650215
Chile,1986,654,10931700,5.982601059
Costa Rica,1990,157,2627800,5.974579496
Colombia,2003,2269,38044513,5.964066356
Israel,1998,318,5360200,5.932614455
Thailand,1986,2798,47331465,5.911500943
Panama,2001,162,2742982,5.905981155
Panama,2008,186,3155636,5.894215936
Israel,2011,409,6971495,5.866747376
Saint Lucia,1998,8,136400,5.865102639
Colombia,1998,2052,34987039,5.865029047
Thailand,2006,3608,61636512,5.853673225
Brazil,2015,11163,191087085,5.841839076
Barbados,1992,14,240000,5.833333333
Barbados,1994,14,240300,5.82605077
Ecuador,1996,593,10195848,5.816092982
Colombia,2004,2244,38604716,5.812761322
Fiji,2002,42,723187,5.80762652
Albania,2008,160,2757059,5.803285312
Israel,2006,367,6334485,5.793683307
Portugal,1998,556,9617110,5.781362592
Panama,2005,172,2977595,5.776473966
Saint Lucia,1999,8,138813,5.763148985
Nicaragua,2014,311,5402424,5.756675152
Nicaragua,2015,315,5476483,5.751866663
Kiribati,1998,4,69570,5.749604715
Costa Rica,1993,164,2853700,5.746925045
Panama,1997,145,2526210,5.739823688
Panama,1998,148,2579433,5.737695067
Ecuador,2003,675,11771002,5.734431105
Costa Rica,1985,128,2236200,5.723996065
Panama,2002,160,2800046,5.714191838
Costa Rica,1986,131,2292900,5.713288848
Albania,1997,170,2977300,5.70987136
Uzbekistan,2010,1464,25651783,5.707205616
Costa Rica,1997,187,3279559,5.701986151
Ecuador,1999,616,10883283,5.660056805
Portugal,1999,545,9671357,5.635196798
Brazil,2014,10631,189285554,5.616382114
Brazil,2013,10513,187458852,5.608164079
Costa Rica,1988,138,2465200,5.597923089
Georgia,2014,194,3470600,5.58981156
Bahrain,2004,42,751559,5.588383613
Paraguay,2013,323,5786207,5.582240663
Belize,2013,17,305888,5.557589706
Ecuador,1997,579,10427773,5.552479902
Georgia,2015,192,3458400,5.551700208
Brazil,2012,10295,185591215,5.547137563
Cyprus,2013,45,813016,5.534946422
Uzbekistan,2009,1399,25288102,5.532245955
Costa Rica,1994,162,2929100,5.530709092
Panama,2007,171,3097138,5.521226371
Panama,2009,177,3214513,5.506277312
Costa Rica,2001,198,3606850,5.489554598
Cyprus,2008,41,747034,5.488371346
Colombia,2006,2177,39708676,5.482429079
Mexico,2014,6178,112692589,5.482170615
Ecuador,1995,546,9960563,5.481617856
Cyprus,2014,44,804818,5.467074544
Malta,2013,22,402728,5.462744085
Ecuador,1992,505,9253155,5.457597976
Mexico,2015,6234,114357884,5.451307581
Greece,2014,565,10380547,5.442873097
Ecuador,1991,494,9091700,5.433527283
Colombia,2008,2220,40859129,5.43330231
Belize,2009,15,276189,5.431063511
Panama,1999,143,2633348,5.430349502
Colombia,2009,2249,41436173,5.427624795
Chile,1992,658,12125000,5.426804124
Ecuador,1988,466,8593200,5.42289252
Colombia,2007,2181,40275206,5.415242321
Israel,2008,354,6565602,5.391737117
Malta,1992,18,334300,5.384385283
Portugal,2000,524,9740085,5.379829847
Uzbekistan,2004,1251,23300841,5.368904925
Colombia,2005,2102,39172790,5.365969593
Saint Lucia,2004,8,149121,5.364770891
Costa Rica,1992,149,2778400,5.362798733
Brazil,2011,9822,183656441,5.34802915
Guyana,1998,35,657089,5.3265235
Panama,2000,143,2688510,5.318931304
Saint Lucia,1996,7,131621,5.318300271
Paraguay,2011,298,5610499,5.311470513
Saint Vincent and Grenadines,1990,5,94141,5.311182163
Suriname,1996,21,395805,5.30564293
Malta,2003,20,377785,5.294016438
Belize,2010,15,283796,5.285486758
Ecuador,1994,512,9725255,5.264643446
Colombia,2015,2332,44490427,5.241577025
Brazil,2009,9346,179569551,5.20466858
Belize,2003,12,230890,5.19728009
Brazil,2010,9429,181629712,5.191331251
Paraguay,2009,283,5456220,5.186741004
Israel,2014,382,7366252,5.185812269
Brazil,2008,9184,177471632,5.17491156
Uzbekistan,2005,1221,23600347,5.173652743
Mexico,2011,5558,107655100,5.162783742
Saint Vincent and Grenadines,2000,5,96956,5.156978423
Ecuador,2001,584,11328328,5.155217963
Israel,2013,372,7226008,5.148070691
Seychelles,1987,3,58300,5.145797599
Mexico,2013,5711,111036708,5.143344127
Ecuador,2014,734,14295145,5.134610387
Ecuador,1985,393,7661800,5.129342974
Bahrain,2005,42,819540,5.124826122
Ecuador,1998,546,10656446,5.123659426
Greece,2015,529,10331286,5.120369333
Albania,1998,154,3012700,5.111693829
Barbados,1988,12,234800,5.110732538
Greece,2013,533,10431289,5.109627391
Ecuador,1990,448,8800933,5.090369396
Albania,2004,146,2874991,5.078276767
Malta,2002,19,374456,5.074027389
Cyprus,2016,36,711344,5.060842574
Israel,2007,326,6448814,5.055193094
Brazil,2007,8855,175293192,5.051536742
Malta,2011,20,396423,5.045115949
Cyprus,2015,40,796037,5.024892059
Ecuador,1989,431,8578619,5.024118684
Colombia,2010,2107,41989103,5.017968591
Fiji,2001,36,719459,5.003759769
Brazil,2005,8529,170483960,5.002816687
Saint Vincent and Grenadines,2011,5,100037,4.998150684
Saint Vincent and Grenadines,2010,5,100050,4.997501249
Ecuador,2002,577,11548770,4.996203059
Brazil,2006,8618,172974722,4.982230872
Costa Rica,1987,119,2400700,4.956887574
Malta,2005,19,384111,4.946486823
Malta,1995,17,344900,4.928964917
Colombia,2012,2119,43055864,4.92151313
Mexico,2012,5381,109368765,4.9200519
Saint Lucia,2011,8,162892,4.911229526
Bahrain,2000,29,590594,4.910310636
Fiji,2008,37,753658,4.909388609
Saint Lucia,1991,6,122496,4.898119122
Belize,2005,12,245020,4.897559383
Fiji,2011,38,776325,4.89485718
Grenada,1989,4,81805,4.88967667
Saint Lucia,2001,7,143166,4.889429054
Bahrain,2003,34,702913,4.837013969
Colombia,2014,2126,44021800,4.829425421
Paraguay,2012,275,5695283,4.828557246
Cyprus,2010,38,787081,4.82796561
Mexico,2009,5023,104044342,4.827749307
Seychelles,2008,4,82900,4.82509047
Greece,2012,508,10539802,4.819824889
Brazil,2001,7710,160178796,4.813371178
Ecuador,2013,676,14054613,4.809808708
Ecuador,2000,534,11109383,4.806747593
Paraguay,2006,251,5223460,4.805244034
Colombia,2011,2044,42538305,4.805080973
Seychelles,2009,4,83429,4.794495919
Ecuador,1986,377,7881300,4.783474807
Seychelles,2014,4,83845,4.770707854
Brazil,2004,7995,167993068,4.759124942
Colombia,2013,2068,43546298,4.748968558
Brazil,2003,7839,165396911,4.739508104
Malta,1993,16,337700,4.737933077
Brazil,2002,7697,162761414,4.729007822
Albania,2002,133,2818839,4.718254572
Saint Lucia,1994,6,127557,4.703779487
Belize,1994,8,170874,4.68181233
Ecuador,1987,390,8356800,4.666858128
Paraguay,2005,239,5126457,4.662089236
Paraguay,2004,234,5027301,4.654585035
Aruba,2001,4,86045,4.648730316
Costa Rica,1991,125,2704000,4.622781065
Panama,2010,151,3274415,4.611510758
Brazil,1997,6891,149932627,4.596064338
Grenada,1994,4,87036,4.595799439
Mexico,2010,4858,105875861,4.588392438
Albania,1999,139,3029700,4.587912995
Grenada,1988,4,87300,4.581901489
Panama,1996,113,2472851,4.569624292
Israel,2015,342,7516180,4.550183737
Brazil,1996,6698,147353130,4.545543077
Saint Lucia,1986,5,110000,4.545454545
Mexico,2008,4642,102170587,4.543381942
Brazil,1998,6922,152524311,4.538292915
Georgia,2009,188,4158750,4.520589119
Brazil,1995,6536,144783591,4.514323726
Georgia,1999,189,4187750,4.513163393
Albania,2007,124,2770344,4.475978434
Greece,2011,477,10728724,4.446008677
Belize,1996,8,180926,4.421697268
Cyprus,2012,36,814305,4.420947925
Mexico,2005,4274,96730008,4.418484076
Malta,1994,15,341700,4.389815628
Thailand,1994,2307,52691000,4.378356835
Greece,1987,410,9387400,4.367556512
Greece,1985,405,9275400,4.366388512
Albania,2003,124,2843929,4.36016511
Belize,2006,11,252826,4.350818349
Mexico,2003,4070,93758859,4.340923133
Grenada,2003,4,92567,4.321194378
Panama,2011,144,3334191,4.31888875
Mexico,2006,4230,98468839,4.295775235
Panama,1987,85,1980800,4.291195477
Brazil,2000,6763,157715991,4.288087693
Malta,1997,15,350400,4.280821918
Georgia,2004,175,4089850,4.278885534
Paraguay,2007,227,5307169,4.277233305
Mexico,2007,4285,100294297,4.272426377
Greece,1988,403,9450000,4.264550265
Qatar,2001,23,539483,4.263341014
Mexico,2004,4056,95193068,4.260814453
Albania,2001,119,2799349,4.250988355
Panama,1986,82,1939900,4.227022011
Aruba,2009,4,94795,4.219631837
Aruba,2008,4,94814,4.218786255
Azerbaijan,2001,317,7518000,4.216546954
Panama,1988,87,2064310,4.21448329
Greece,1986,393,9334000,4.210413542
Bahrain,2008,43,1024110,4.19876771
Brazil,1999,6507,155122073,4.194760858
Panama,2014,147,3520213,4.175883675
Cyprus,2009,32,767174,4.171152828
Georgia,1997,176,4240600,4.150356082
Greece,1993,412,9930405,4.148874089
Brazil,1994,5896,142188450,4.146609658
Bahrain,2007,40,964770,4.146065902
Mexico,2002,3826,92394316,4.140947372
Guatemala,2009,511,12359945,4.134322604
Mexico,2001,3760,91052714,4.129476031
Paraguay,2008,222,5382169,4.124731126
Belize,2008,11,268487,4.097032631
Georgia,1992,204,4988700,4.089241686
Guatemala,2008,492,12032885,4.088794998
Fiji,2012,32,782939,4.087163879
Bahamas,2000,11,269738,4.078031275
Saint Vincent and Grenadines,2003,4,98292,4.069507183
Saint Vincent and Grenadines,2004,4,98740,4.051043144
Paraguay,2010,223,5534703,4.029123153
Greece,1989,383,9527500,4.019942272
Saint Vincent and Grenadines,2008,4,99826,4.006972132
Colombia,1985,1001,25052400,3.99562517
Barbados,2000,10,251133,3.981953785
Panama,2012,135,3395244,3.976150168
Brazil,1993,5508,139615477,3.945121356
San Marino,2000,1,25369,3.941818755
Georgia,1990,196,4986400,3.930691481
Mexico,1997,3350,85340880,3.925434094
Greece,1991,381,9721144,3.919291804
Turkmenistan,2010,178,4551185,3.911069315
Greece,1998,403,10310630,3.908587545
Colombia,1994,1198,30874600,3.880212213
Mexico,2000,3456,89694793,3.853066476
Brazil,1991,5156,134281850,3.839684961
Mexico,1998,3312,86825678,3.814539749
Brazil,1987,4672,122822467,3.803864321
Brazil,1992,5207,137007021,3.800535157
Bahrain,2002,25,661010,3.782091042
Greece,2005,400,10582816,3.779712319
Armenia,1995,130,3443200,3.775557621
Mexico,1999,3327,88271977,3.769033065
Panama,2013,130,3457387,3.760065043
Georgia,1996,162,4310350,3.75839549
Cyprus,2011,30,800820,3.746160186
Georgia,2013,157,4192600,3.744693031
Colombia,1986,958,25585600,3.744293665
Greece,2006,394,10618891,3.710368625
Seychelles,2012,3,81224,3.693489609
Bahrain,2001,23,624083,3.685407229
Paraguay,2002,177,4809921,3.679894119
Turkmenistan,2009,165,4484467,3.679367024
Greece,1999,381,10362363,3.676767548
Qatar,2007,41,1115479,3.675551041
Greece,2000,382,10403059,3.671996862
Guatemala,2014,512,13947190,3.670990357
Colombia,1992,1086,29615400,3.667011082
Greece,1995,370,10101632,3.66277449
Brazil,1990,4803,131387553,3.655597422
Greece,1997,374,10248806,3.649205576
Greece,2009,391,10719618,3.647518037
Greece,1990,349,9617000,3.62899033
Colombia,1997,1242,34338825,3.6168972
Mexico,1995,2877,79927100,3.599530072
Brazil,1985,4228,117478900,3.598944151
Brazil,1986,4271,118776400,3.595832169
Bahrain,1988,14,389700,3.592507057
Mexico,1996,3008,83802294,3.589400548
Malta,2008,14,390195,3.587949615
Colombia,1993,1085,30242200,3.587701953
Colombia,1996,1209,33703636,3.587150063
Paraguay,1999,161,4492220,3.583974071
Greece,1992,351,9834155,3.569193286
Greece,2003,375,10515665,3.566108278
Brazil,1988,4466,125701294,3.552867165
Greece,1994,355,10018932,3.54329184
San Marino,2005,1,28264,3.538069629
Paraguay,2003,174,4920489,3.536233899
Grenada,1993,3,85304,3.516833912
Georgia,1998,148,4209250,3.516065807
Greece,2010,377,10735384,3.511751419
Albania,2010,96,2736025,3.508739869
Barbados,2006,9,256883,3.503540522
Greece,1996,356,10178479,3.49757562
Greece,2008,373,10686723,3.490312231
Colombia,1995,1150,33090899,3.475275785
Brazil,1989,4463,128570308,3.471252476
Georgia,1991,174,5018550,3.467136922
Guatemala,2015,494,14258397,3.464625091
Barbados,1986,8,231600,3.454231434
Fiji,2009,26,762403,3.410269897
Malta,1998,12,353400,3.395585739
Colombia,1987,951,28009432,3.395284845
Guatemala,1987,241,7108740,3.390192917
Paraguay,2000,154,4598158,3.34916721
Greece,2004,353,10547290,3.346831271
Guatemala,2013,455,13641878,3.335317909
Panama,1989,70,2112479,3.313642408
Colombia,1991,1010,30584178,3.30236111
Mexico,1994,2588,78374100,3.302111284
Fiji,2004,24,728408,3.294856729
Bahrain,2009,36,1092922,3.293922165
Armenia,1994,112,3402500,3.291697281
Fiji,2006,24,737759,3.253094845
Paraguay,2001,152,4701314,3.23313865
Greece,2001,334,10441529,3.198765238
Colombia,1988,912,28649501,3.183301517
Grenada,2007,3,94418,3.177360249
Bahrain,2006,28,888543,3.151226221
Guatemala,2012,420,13335425,3.149505921
Armenia,1993,106,3366600,3.1485772
Paraguay,1998,138,4388094,3.144873378
Georgia,1995,138,4410850,3.128648673
Georgia,2000,130,4165600,3.120798925
Mauritius,1986,28,898100,3.117692907
Armenia,1990,93,2983700,3.116935349
Saint Vincent and Grenadines,1997,3,96255,3.116721209
Qatar,2006,29,940090,3.084811029
Greece,2002,323,10482045,3.081459772
Greece,2007,328,10653591,3.078774096
Qatar,2016,68,2213121,3.072583921
Panama,2015,110,3583382,3.069725751
Belize,2007,8,260667,3.069049784
Mexico,1993,2342,76826800,3.048415397
Kiribati,1995,2,65923,3.033842513
Albania,1995,88,2903400,3.030929255
Barbados,1985,7,231000,3.03030303
Albania,1996,89,2940200,3.027004966
Malta,1991,10,330800,3.022974607
Qatar,2004,21,697191,3.012087075
Bahrain,1985,11,365900,3.00628587
Bahrain,1999,17,565762,3.00479707
Fiji,2005,22,732607,3.00297431
Bahamas,2010,10,333869,2.995186735
Saint Vincent and Grenadines,2015,3,100948,2.971827079
Mexico,1992,2237,75285800,2.971343866
Panama,1985,56,1899700,2.947833869
Turkmenistan,2012,138,4690058,2.942394316
Paraguay,1997,126,4284973,2.94050861
Guatemala,1986,203,6924188,2.931751709
Qatar,2009,44,1506649,2.920388226
Philippines,2011,2449,84201767,2.908490032
Paraguay,1995,118,4076758,2.894456821
Colombia,1990,865,29930973,2.889982895
Trinidad and Tobago,1985,29,1008000,2.876984127
Bahamas,1993,7,243500,2.874743326
Malta,1996,10,348200,2.871912694
Colombia,1989,831,29289829,2.837162347
Turkmenistan,2014,136,4811227,2.826721749
Armenia,2006,78,2764396,2.821592854
Mexico,1991,2103,74796300,2.811636404
Turkmenistan,2011,130,4626095,2.81014549
Armenia,2012,79,2814300,2.80709235
Malta,1988,9,320800,2.805486284
Qatar,2015,66,2354147,2.803563244
Guatemala,2007,327,11708397,2.792867375
Armenia,2016,67,2400033,2.791628282
Qatar,2010,47,1689592,2.781736656
Paraguay,1990,99,3560229,2.780720004
Belize,1987,4,144069,2.776447397
Guatemala,2010,352,12682151,2.775554399
Guatemala,2011,359,13017342,2.757859477
Armenia,2010,73,2676225,2.727722819
Georgia,1994,123,4518900,2.721901348
Turkmenistan,2015,133,4886514,2.72177671
Paraguay,1994,108,3972517,2.718679366
Qatar,2011,50,1854081,2.69675381
Albania,1987,73,2709600,2.694124594
Georgia,2010,112,4193800,2.670608994
Cyprus,2006,19,713426,2.663205434
Antigua and Barbuda,2000,2,75326,2.65512572
Armenia,2015,74,2795335,2.64726768
Saint Lucia,2005,4,151169,2.646045155
Mexico,1990,1926,73076900,2.63557978
Guatemala,2006,298,11397134,2.614692431
Antigua and Barbuda,2001,2,76497,2.614481614
Mexico,1989,1865,71359000,2.613545593
Cyprus,2007,19,728566,2.607862568
Albania,1993,73,2807300,2.600363338
Armenia,2007,71,2735313,2.595681006
Turkey,2013,1810,69880352,2.590141504
Barbados,1987,6,233700,2.567394095
Philippines,2010,2116,82760992,2.556760074
Philippines,2009,2074,81193855,2.554380501
Kuwait,2005,52,2062968,2.520640165
Qatar,2008,33,1310465,2.518190108
Guatemala,2002,258,10277166,2.510419701
Armenia,2011,67,2670366,2.509019363
Antigua and Barbuda,2004,2,79722,2.508717794
Armenia,1992,83,3308700,2.508538097
Mexico,1987,1701,67948100,2.503381257
Georgia,2007,104,4154900,2.503068666
Armenia,1996,87,3486300,2.495482316
